LAMMPS data file via write_data, version 2 Aug 2023, timestep = 1000, units = metal

318 atoms
2 atom types

-10.35635523749716 10.746348184318975 xlo xhi
-8.964246250293924 8.971135554398792 ylo yhi
-10.174853614061476 10.03752737553305 zlo zhi

Masses

1 58.6934
2 47.88

Atoms # atomic

29 1 -7.062779321855687 -1.5918938681884314 -7.476986919321105 0 0 0
4 2 -8.574221476048791 0.12628419143502317 -6.43153735156228 0 0 0
28 2 -5.794495474662598 0.12498240193009308 -8.896326086016801 0 0 0
78 1 -4.442109071322874 -1.790152222440043 -7.696535571849777 0 0 0
90 1 -4.432849856044091 2.089944095013597 -7.703367706018748 0 0 0
140 1 -1.754511462209622 -1.7338520256599703 -7.628398112435203 0 0 0
77 2 -3.1187130496117645 0.018584725072850986 -8.991843295811645 0 0 0
139 2 -0.23611064390072783 0.128139856335978 -8.918690904158465 0 0 0
141 2 -0.31072764021019367 0.22256627047712468 -6.232923533964975 0 0 0
39 1 -6.963216767349732 1.979710895687199 -7.6460781980340835 0 0 0
47 1 -7.028849143851305 4.579420579112801 -6.984944164880365 0 0 0
9 2 -8.805905843848793 2.9742540368615287 -6.199308167454535 0 0 0
102 1 -4.546264417681929 4.70511982888679 -7.175360467649915 0 0 0
153 1 -1.8664568569048567 2.023119694068574 -7.9225775034015244 0 0 0
165 1 -1.77202047256683 4.583820204661487 -7.495960894126067 0 0 0
154 2 -0.2976734442498695 2.937553392455203 -6.147598290847734 0 0 0
166 2 -0.12805322090559482 6.324494458459608 -6.479387139945523 0 0 0
56 2 -2.7399594190250776 -5.844251064823014 -2.8450882946032805 0 0 0
118 2 -0.006469546120740402 -5.666696332759758 -3.357265249689977 0 0 0
1 2 -8.903406881312927 -3.10730277370895 -3.45238312845129 0 0 0
19 2 -5.753069088768844 -3.3574389600518164 -6.034543401957293 0 0 0
20 2 -5.982072561334925 -3.101753712121392 -3.2751978622048807 0 0 0
66 1 -4.330603292899487 -4.655375691788092 -4.40490051802539 0 0 0
65 2 -2.9998204526261243 -2.786788450879914 -5.79360923424921 0 0 0
128 1 -1.7339493763973184 -4.667077989532578 -4.827135244127158 0 0 0
67 2 -2.8142616577388213 -2.8656696110058046 -2.8875727958692803 0 0 0
129 2 -0.06710432002136762 -2.634892243229749 -3.214696001273916 0 0 0
127 2 -0.07706416980626413 -2.9765874774297747 -6.11600868516398 0 0 0
5 1 -9.956616014501497 -1.3898855337016514 -5.0702927328256635 0 0 0
10 1 -10.169940706843724 1.2599582326366627 -4.549756406187723 0 0 0
31 1 -7.3900257208424645 -1.6998514916411764 -4.900717206254804 0 0 0
41 1 -7.418001547409282 1.4711063388136043 -4.503108128512055 0 0 0
6 2 -8.784210802263866 -0.23727931315629486 -3.1967501079439065 0 0 0
30 2 -5.806879655490246 0.0812683639843792 -5.993411351508385 0 0 0
32 2 -6.0153623439770545 -0.1145217121465991 -3.084628578761356 0 0 0
80 1 -4.336290282663214 -1.2149750924149543 -4.494868212546971 0 0 0
92 1 -4.349164351190833 1.3602708397756593 -4.257602792597567 0 0 0
79 2 -2.9883972300841686 0.23233274612878735 -6.26683592970009 0 0 0
142 1 -1.501118072120548 -1.111947283800137 -4.5711853651738545 0 0 0
155 1 -1.5894687286395899 1.438252788114704 -4.339361514152086 0 0 0
81 2 -2.7553380012462276 -0.12100657291588383 -2.7030561694063047 0 0 0
143 2 0.18547038472039304 0.12311896532704421 -2.8919091388781193 0 0 0
49 1 -7.431353469195029 4.530885999912605 -4.487977870840345 0 0 0
11 2 -8.974709293214609 3.0375200794318005 -3.063971233795977 0 0 0
40 2 -5.6696375453410965 2.971228330872572 -5.722475231120952 0 0 0
42 2 -5.919935284056253 3.010216268535836 -2.967852891084709 0 0 0
104 1 -4.418986839571638 4.794149053162375 -4.139361636547116 0 0 0
91 2 -3.0212311170215305 3.10961717730933 -5.866804803060213 0 0 0
167 1 -1.3242339451390817 4.8447693904597795 -4.639689547194046 0 0 0
93 2 -2.9815764834585115 3.170949406948676 -2.982969502257866 0 0 0
156 2 0.06015582215989114 3.057654284430237 -2.994454090703967 0 0 0
14 2 -9.026358418785662 5.702150342344212 -2.8626732224544735 0 0 0
48 2 -6.0630293416167005 6.4937350631724815 -5.618036957013487 0 0 0
50 2 -6.221700177113476 6.0236439358701 -2.5217693632860834 0 0 0
112 1 -4.437016703783775 7.435135590995319 -3.845642925115773 0 0 0
103 2 -3.0729613456850435 6.424217759932759 -5.911521634677997 0 0 0
176 1 -1.1484043963137895 7.5979020590284385 -4.489200614253665 0 0 0
105 2 -2.632587218018041 6.01130775724651 -2.7566964001991177 0 0 0
113 2 -2.684776865860801 8.969318965361278 -3.0734825413480964 0 0 0
174 2 -0.12326502548749928 6.47296187611286 6.034673544446306 0 0 0
168 2 0.07708303184330909 6.089956799586844 -2.8434851075339997 0 0 0
15 2 -6.069807453717393 -5.966554373258312 -0.1155252407422412 0 0 0
57 1 -4.2359255635769815 -7.228326103728625 -1.3968932506046132 0 0 0
59 1 -4.31018678992263 -7.3994516822660685 1.2024015465617721 0 0 0
119 1 -0.9250332348156802 -7.270845920090564 -1.5718776467471873 0 0 0
121 1 -1.0673624030029596 -7.71672989375822 1.0911734776553461 0 0 0
58 2 -2.54763082207317 -5.859915681896518 -0.07774463845126892 0 0 0
21 1 -7.422328251975445 -4.325395816492216 -1.5465830770122928 0 0 0
2 2 -9.131391127912865 -2.924631542678169 -0.0028258496435031944 0 0 0
23 1 -7.715000674477547 -4.4964201930359415 1.4451401272977817 0 0 0
